contrast,dissimilarity,homogeneity,energy,correlation,ASM,Label
1543.1767235094599,24.59211634276614,0.18069575932590756,0.03811473115681705,0.8487791827995734,0.0014556108616103165,bengin
1406.898462588225,24.094968659545035,0.13947993086358437,0.024665687118679114,0.8547467392121342,0.0006107149911569833,bengin
1609.1640782495306,24.716077394443552,0.20382427106233225,0.042175990584216075,0.851043200788669,0.001782684707472688,bengin
1368.9507774486046,23.85091894005608,0.13981859324002072,0.024248125816331793,0.8565872473255117,0.0005901695211548273,bengin
1321.3578504913648,23.531731616273138,0.13861432805646975,0.02427036033330019,0.8612011420736179,0.0005913295198551256,bengin
1179.7976326046892,22.316276911548414,0.1406971295939949,0.02586555556224066,0.8694639236609213,0.0006709869864461018,bengin
1181.7731947314176,22.586877903399508,0.13994983518417722,0.027137049472679194,0.8712088035971949,0.0007382877903822095,bengin
1107.2223851604622,21.976337325536434,0.13893879822615215,0.024626507966044854,0.8769673198864334,0.0006086703829197831,bengin
1107.2223851604622,21.976337325536434,0.13893879822615215,0.024626507966044854,0.8769673198864334,0.0006086703829197831,bengin
1146.2215513394174,22.213825689181096,0.13957066718005842,0.024967536162159645,0.8753471392116824,0.0006254656248442845,bengin
1146.2215513394174,22.213825689181096,0.13957066718005842,0.024967536162159645,0.8753471392116824,0.0006254656248442845,bengin
1146.042692080282,22.63456145887942,0.14034916425709143,0.02572683459400025,0.8789663133219404,0.000664006511208225,bengin
1444.1666173518543,23.939859744471086,0.17947935968051312,0.03744318709393829,0.8566293999818718,0.0014048797236105943,bengin
1140.8384452775997,22.124548300574713,0.14003934676093352,0.025544707313284936,0.8748152691900977,0.0006545915347988809,bengin
1479.9374783566134,25.428591488980373,0.13468214406010087,0.0257250024395042,0.8594084661714989,0.0006633631052089609,bengin
1483.4811829074263,25.411535551726065,0.13441479540604687,0.025356753959034747,0.8586842645409448,0.0006445796574633493,bengin
1483.4811829074263,25.411535551726065,0.13441479540604687,0.025356753959034747,0.8586842645409448,0.0006445796574633493,bengin
1299.5594795886077,23.371696296400543,0.13571679491846547,0.026138446014081662,0.8723257824060712,0.0006844230617269791,bengin
1260.0867182698255,23.192341784254097,0.13529588578105275,0.02466961664167002,0.8754971794155847,0.000610182572666176,bengin
1475.9171085622065,24.831019357266484,0.13998531658429353,0.027242976060093994,0.8626479910710678,0.0007435352566125994,bengin
1475.9171085622065,24.831019357266484,0.13998531658429353,0.027242976060093994,0.8626479910710678,0.0007435352566125994,bengin
1449.3380723750968,24.543086654413933,0.1375464085578933,0.02629209782783464,0.8636142857511384,0.0006925871842954395,bengin
1529.1012537934866,25.488308450228523,0.13882065344218683,0.02717275416300424,0.856915076062632,0.0007397138257189784,bengin
1394.6308036627256,23.21196423650395,0.18125858566547898,0.03744996031500484,0.861372817498954,0.0014051338242337672,bengin
1196.2364360893978,22.855654628371727,0.0972408525175102,0.01607756600762825,0.8859171068406333,0.00025891682666260576,bengin
1187.6546600503711,22.979088693607437,0.09601876105759631,0.015439494078128417,0.8851998231298432,0.0002388819131183118,bengin
1282.295881441295,24.464823602722323,0.09452035608467271,0.01670187904341133,0.8757629717605973,0.00027938495165535156,bengin
1234.8447149722456,23.75075672352338,0.09627851046133545,0.017579741707528157,0.8815629375821066,0.00030942617902272635,bengin
1238.3234864357369,23.799526780124268,0.09554939817638174,0.01594307550781555,0.8806391046221268,0.0002546497310888198,bengin
1404.7752308543534,24.072095642052986,0.15033716276004389,0.02811957299730589,0.856912420790899,0.0007927707196759639,bengin
1304.2827178799366,23.644806212851904,0.14953895517198273,0.029383649745978044,0.8653666274392998,0.0008653348237912978,bengin
1276.012507219242,23.266868029073045,0.14965338288246777,0.02941452173822775,0.8655567031435828,0.0008668190991090923,bengin
1253.2214081034797,23.308867912680164,0.15008537620878873,0.029593257617600302,0.8689787107911588,0.00087754345710714,bengin
1267.2000524543448,23.074388376264398,0.1489860132869086,0.029130684257855456,0.8664420328021727,0.0008505114014445241,bengin
1158.3668894951943,22.459676288389716,0.1778657289491772,0.039502653624954566,0.8707517657526846,0.0015631995720706046,bengin
1219.4636191063414,22.62304350822106,0.14992088023105396,0.029247443022158388,0.8693330308480278,0.0008571757809573674,bengin
1295.5321286342814,23.130084020097396,0.14991816828561166,0.028910745168723974,0.8614656018217094,0.0008374841892279587,bengin
1252.5315813635737,23.475510826859466,0.10906443988112005,0.02025088501417438,0.8650010484071443,0.0004109909780243004,bengin
1312.2292615068957,24.078960490460393,0.10987181721070213,0.02110234250759509,0.8596885597397641,0.00044599744779650604,bengin
1240.8486715361937,23.692516518776266,0.10854640593318483,0.02163131711203837,0.8662585237261801,0.0004686031987907389,bengin
1399.7822946353183,24.783306186120576,0.10838580079356398,0.01995263926278818,0.8517218617177718,0.0003988904280133961,bengin
888.437978399445,19.430844636643183,0.11619171208205044,0.021370696506002936,0.9023281743688135,0.0004572962799165832,bengin
1027.7213062163576,20.48731667467377,0.12079758238706444,0.02601471609996961,0.8943966035004116,0.0006773515544305784,bengin
1075.153303875431,20.8456522341165,0.12036759264285429,0.02455611497581357,0.8894243958082433,0.0006035123254041182,bengin
1125.3593569329607,21.752861694182517,0.11633196010879052,0.025027569779320805,0.881211441890439,0.0006269679475869709,bengin
1150.729986860692,22.51558312982393,0.17648454311648062,0.04019456620075199,0.8673448534870183,0.0016184491378330927,bengin
1153.3373414589303,22.15655986944251,0.11655523391387534,0.02578739983489233,0.8802221294745829,0.0006655859406039398,bengin
1178.0261277058944,22.309631422020544,0.11622921438332205,0.02269637047868301,0.8776937133514593,0.000515777190239619,bengin
899.3526990516574,19.048729751071626,0.12108188373566252,0.0291368798053633,0.8986838563274286,0.0008493581671973973,bengin
1389.9558532459569,22.904866829238628,0.21756023311893485,0.04901882578780046,0.8506123127344868,0.0024065228513790397,bengin
1324.9266700267199,22.389644585253173,0.2188501653594709,0.049318445358076064,0.8552476758093812,0.0024362430897420274,bengin
1284.5874080818385,21.959039294975604,0.21829023866527658,0.049248050943498725,0.8613610428271251,0.002428979341493594,bengin
1363.4205816592726,22.622687380256167,0.21932450707242523,0.04911096180795376,0.8603510152818651,0.00241550442839336,bengin
1462.0087035972765,23.484444893908673,0.2191642626858499,0.04975571614208113,0.8533438135493516,0.0024792369571563872,bengin
1451.9622955594145,23.16703818078481,0.21926495091290618,0.04923347749423951,0.8499976891725187,0.0024278692663238306,bengin
1456.9187081378298,23.442793324815867,0.22018024544287132,0.048971581089979566,0.851521429269427,0.0024020107904044914,bengin
1402.3272021220157,23.767747921096994,0.17858639118253875,0.037110866830144106,0.8578797587996745,0.0013797412603153546,bengin
1330.229349908776,24.01744947777587,0.10399402958652018,0.021644785364510293,0.8640159511722297,0.00046927371789962926,bengin
1322.3870655048559,24.022092809305896,0.10355851627578817,0.020450263061690354,0.8631334452746694,0.00041902325852289057,bengin
1307.69746730602,23.9968851027381,0.10316050400296119,0.023078461346259693,0.8660284801466156,0.0005332828753095455,bengin
1307.69746730602,23.9968851027381,0.10316050400296119,0.023078461346259693,0.8660284801466156,0.0005332828753095455,bengin
1317.4156112122932,23.936233725615615,0.10260610987251106,0.022049021156023915,0.8641005639078627,0.00048686931499539627,bengin
1317.4156112122932,23.936233725615615,0.10260610987251106,0.022049021156023915,0.8641005639078627,0.00048686931499539627,bengin
1418.6412299095728,23.873778841506564,0.17186148911755575,0.035103824168066906,0.8562580727819833,0.001234977971890286,bengin
1377.5521963776698,23.805112598526815,0.17101176043687047,0.035266346896555174,0.8602108946179365,0.0012464633564965456,bengin
1568.0381360381266,25.14119955417423,0.1727070347012193,0.0356052691810822,0.8480013285958214,0.0012704647705754656,bengin
